'famid' 'e1' 'e2' 'e3' 'e4' 'e5' 'e6' 'e7' 'e8' 'e9' 'e10' 'e11' 'e12' 'e13' 'e14' 'e15' 'e16' 'e17' 'e18' 'a1' 'a2' 'a3' 'a4' 'a5' 'a6' 'a7' 'a8' 'a9' 'a10' 'a11' 'a12' 'a13' 'a14' 'a15' 'a16' 'a17' 'a18'
4944940 0.382 -0.159 NA NA NA NA NA NA NA NA NA NA NA -1.205 NA NA NA NA 75.536 75.536 NA NA NA NA NA NA NA NA NA NA NA 34.919 NA NA NA NA
4945155 -0.868 0.929 -0.406 1.261 NA NA NA NA NA NA NA NA NA NA NA NA -0.03 NA 41.166 41.166 63.935 61.593 NA NA NA NA NA NA NA NA NA NA NA NA 21.421 NA
4945377 -0.062 -0.126 NA NA NA NA NA NA -0.347 NA 0.326 NA NA NA NA NA NA NA 64.359 64.359 NA NA NA NA NA NA 61.328 NA 35.172 NA NA NA NA NA NA NA
4945422 0.632 1.286 NA 0.396 NA NA NA NA 0.137 -1.469 NA NA NA 0.233 NA NA NA NA 47.584 47.584 NA 67.814 NA NA NA NA 51.573 51.787 NA NA NA 21.031 NA NA NA NA
4946393 1.021 0.681 NA NA NA NA 2.647 NA NA NA NA NA NA NA NA NA NA NA 50.639 50.639 NA NA NA NA 49.415 NA NA NA NA NA NA NA NA NA NA NA
4946962 0.033 -0.586 1.057 -0.82 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 22.486 22.486 49.746 48.49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4947106 0.951 -0.597 NA NA NA NA NA NA NA NA NA NA NA NA 1.016 NA 1 NA 49.177 49.177 NA NA NA NA NA NA NA NA NA NA NA NA 14.784 NA 20.45 NA
4947363 0.334 -0.028 NA -0.455 0.323 -1.112 NA NA NA 0.519 NA 0.107 NA NA NA NA NA NA 49.787 49.787 NA 79.037 54.541 47.152 NA NA NA 44.027 NA 26.002 NA NA NA NA NA NA
4947440 1.831 -1.779 NA NA NA NA NA NA -0.123 NA NA NA 0.366 0.024 NA NA NA NA 61.158 61.158 NA NA NA NA NA NA 74.045 NA NA NA 38.91 26.465 NA NA NA NA
4947488 -0.079 0.786 NA 0.047 0.917 NA NA NA NA NA -0.415 0.187 NA NA NA NA NA NA 39.943 39.943 NA 55.596 38.64 NA NA NA NA NA 24.086 20.7 NA NA NA NA NA NA
4948006 0.395 1.566 -0.22 0.092 0.183 NA NA NA -0.339 NA NA NA NA NA NA NA NA NA 32.63 32.63 51.953 46.2 31.317 NA NA NA 42.874 NA NA NA NA NA NA NA NA NA
4948117 0.115 0.103 NA NA NA NA NA NA NA 0.235 NA NA NA NA NA NA NA NA 62.046 62.046 NA NA NA NA NA NA NA 63.115 NA NA NA NA NA NA NA NA
4948468 -0.322 -0.069 -0.863 -0.323 NA NA NA NA 0.638 1.12 NA NA NA NA NA NA NA NA 41.519 41.519 71.069 66.254 NA NA NA NA 50.468 46.951 NA NA NA NA NA NA NA NA
4948630 -0.405 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 77.92 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4948895 -0.369 -0.471 NA NA 0.084 NA -0.044 NA NA 0.392 NA NA NA NA NA NA NA NA 39.396 39.396 NA NA 35.673 NA 35.74 NA NA 41.465 NA NA NA NA NA NA NA NA
4949132 -1.448 0.914 NA NA 0.493 NA NA NA NA NA NA NA -1.405 NA NA NA NA NA 56.506 56.506 NA NA 52.628 NA NA NA NA NA NA NA 31.722 NA NA NA NA NA
4949659 NA 0.439 NA NA 0.697 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 75.852 NA NA 71.781 NA NA NA NA NA NA NA NA NA NA NA NA NA
4949886 0.222 0.437 -0.149 -0.323 NA NA NA NA -0.332 NA NA NA NA NA NA NA NA NA 21.805 21.805 57.895 50.517 NA NA NA NA 26.62 NA NA NA NA NA NA NA NA NA
4949980 -0.08 -0.584 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 78.28 78.28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4950300 -0.418 -1.659 NA NA NA NA -0.63 NA NA NA NA NA NA NA NA NA -1.686 NA 45.532 45.532 NA NA NA NA 43.906 NA NA NA NA NA NA NA NA NA 18.012 NA
4950512 NA 0.177 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 76.361 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4951020 0.905 1.288 0.523 -0.242 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 22.217 22.217 44.349 44.05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4952178 0.335 0.294 NA NA -0.162 NA NA NA NA NA -0.705 NA NA NA -1.564 NA NA NA 52.661 52.661 NA NA 47.584 NA NA NA NA NA 34.048 NA NA NA 29.114 NA NA NA
4952264 -0.319 -0.096 NA NA NA NA -0.539 NA NA NA NA 0.263 NA NA NA NA 0.125 NA 45.743 45.743 NA NA NA NA 43.244 NA NA NA NA 24.279 NA NA NA NA 19.546 NA
4952386 0.046 0.292 NA NA NA NA 0.733 -1.134 NA NA NA NA 0.865 NA NA NA NA NA 51.283 51.283 NA NA NA NA 48.54 52.902 NA NA NA NA 35.49 NA NA NA NA NA
4952553 -1.631 -1.085 NA NA NA NA NA NA NA NA NA NA -1.339 NA NA NA 0.021 NA 74.925 74.925 NA NA NA NA NA NA NA NA NA NA 49.705 NA NA NA 51.66 NA
4952712 -1.003 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 76.924 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4952715 0.542 1.982 NA NA 0.83 NA 1.122 NA NA NA NA NA NA NA NA NA NA NA 49.287 49.287 NA NA 46.725 NA 52.183 NA NA NA NA NA NA NA NA NA NA NA
4953103 -1.282 -0.796 NA NA NA NA NA NA 0.525 NA 0.715 NA NA -0.802 NA NA NA NA 67.508 67.508 NA NA NA NA NA NA 66.162 NA 39.064 NA NA 38.324 NA NA NA NA
4953931 -0.627 -1.194 NA 0.454 NA NA NA NA -0.08 -0.836 NA NA NA NA NA NA NA NA 51.395 51.395 NA 66.086 NA NA NA NA 53.228 56.356 NA NA NA NA NA NA NA NA
4954075 NA -0.369 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 78.754 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4954435 0.219 -1.105 NA NA NA NA NA NA 1.38 NA NA NA NA NA 0.799 NA NA NA 57.632 57.632 NA NA NA NA NA NA 54.884 NA NA NA NA NA 31.678 NA NA NA
4954950 NA 0.159 NA NA 1.553 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 72.435 NA NA 68.454 NA NA NA NA NA NA NA NA NA NA NA NA NA
4955031 -1.126 -0.325 NA NA NA NA NA NA 1.84 NA NA NA NA NA NA NA NA NA 52.253 52.253 NA NA NA NA NA NA 56.95 NA NA NA NA NA NA NA NA NA
4955433 0.487 -0.31 NA -3.206 -1.251 NA NA -1.203 -1.125 NA NA NA NA NA NA NA NA NA 46.431 46.431 NA 69.235 50.446 NA NA 47.967 39.059 NA NA NA NA NA NA NA NA NA
4955728 1.068 0.907 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 52.068 52.068 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4955770 0.341 1.817 NA NA NA NA NA NA NA 0.265 NA NA NA NA NA NA NA NA 68.238 68.238 NA NA NA NA NA NA NA 66.942 NA NA NA NA NA NA NA NA
4956721 0.882 -0.097 NA -0.184 NA NA 0.524 NA NA NA NA NA NA NA NA NA 0.363 NA 46.062 46.062 NA 67.108 NA NA 38.479 NA NA NA NA NA NA NA NA NA 29.952 NA
4956997 -0.788 -1.538 NA NA NA NA NA NA NA NA NA NA -1.072 NA NA NA NA NA 64.256 64.256 NA NA NA NA NA NA NA NA NA NA 42.056 NA NA NA NA NA
4958471 -0.003 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 77.614 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4958480 0.342 -1.756 -2.892 2.57 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 25.721 25.721 47.709 42.668 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4958592 -2.119 0.319 -0.48 NA NA NA -1.342 NA -1.457 0.848 NA NA NA NA NA NA NA NA 37.693 37.693 66.217 NA NA NA 42.009 NA 40.718 42.528 NA NA NA NA NA NA NA NA
4958621 NA -0.908 NA NA NA NA NA NA NA NA NA NA NA NA 0.446 NA NA NA NA 73.863 NA NA NA NA NA NA NA NA NA NA NA NA 51.106 NA NA NA
4959472 -1.998 -2.206 -0.455 -1.876 -0.945 NA NA NA NA NA NA NA NA NA NA NA NA NA 53.237 53.237 76.631 70.782 55.343 NA NA NA NA NA NA NA NA NA NA NA NA NA
4960947 0.499 -0.029 NA NA NA NA -0.097 NA NA 0.985 NA NA NA NA NA NA NA NA 58.618 58.618 NA NA NA NA 57.494 NA NA 64.034 NA NA NA NA NA NA NA NA
4961639 1.054 1.673 NA 1.606 1.482 NA NA NA NA 1.905 NA NA NA NA NA NA NA NA 33.811 33.811 NA 54.873 36.988 NA NA NA NA 42.93 NA NA NA NA NA NA NA NA
4962275 0.317 -0.21 -1.338 NA NA NA NA 0.917 NA NA NA NA NA NA NA NA NA NA 46.631 46.631 75.931 NA NA NA NA 41.969 NA NA NA NA NA NA NA NA NA NA
4963501 -0.764 -2.331 -0.85 -1.783 NA NA NA NA NA 0.805 NA NA NA NA NA NA NA NA 19.717 19.717 65.183 59.426 NA NA NA NA NA 25.934 NA NA NA NA NA NA NA NA
4963599 0.119 -0.335 NA NA NA NA -0.826 NA -0.152 NA NA NA NA NA NA NA NA NA 56.55 56.55 NA NA NA NA 61.278 NA 56.762 NA NA NA NA NA NA NA NA NA
4963693 -1.105 -0.085 NA NA NA NA NA -1.797 -1.868 NA -2.375 NA -1.394 NA 1.076 NA NA NA 51.32 51.32 NA NA NA NA NA 52.372 52.563 NA 31.629 NA 26.005 NA 18.132 NA NA NA
4963723 0.324 -0.227 -0.732 1.4 NA NA NA NA 0.001 NA NA NA NA NA -0.372 1.058 NA NA 42.793 42.793 66.71 60.409 NA NA NA NA 45.254 NA NA NA NA NA 17.953 19.835 NA NA
4963960 1.991 2.906 NA NA NA NA NA NA NA 0.2 0.855 NA NA 0.245 NA NA NA NA 49.728 49.728 NA NA NA NA NA NA NA 53.739 17.954 NA NA 27.313 NA NA NA NA
4964251 0.463 1.078 -0.907 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 56.696 56.696 75.428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4964497 1.293 1.612 -0.281 NA NA NA NA NA NA NA 1.525 NA NA NA NA NA NA NA 49.573 49.573 72.442 NA NA NA NA NA NA NA 29.858 NA NA NA NA NA NA NA
4964602 -0.57 -2.043 NA -0.863 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 25.595 25.595 NA 50.077 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4964609 -0.9 -0.386 NA NA NA NA -0.048 NA 2.099 NA NA NA NA NA NA NA 0.479 NA 48.045 48.045 NA NA NA NA 41.995 NA 57.091 NA NA NA NA NA NA NA 25.989 NA
4964792 0.559 1.147 NA NA NA NA NA NA 1.352 NA NA NA 0.414 NA NA 1.244 2.37 NA 65.737 65.737 NA NA NA NA NA NA 68.7 NA NA NA 46.582 NA NA 45.602 34.541 NA
4964944 1.736 1.341 NA 0.81 NA NA 1.95 -0.836 NA -0.533 NA NA 1.631 NA -0.754 NA NA NA 47.349 47.349 NA 83.409 NA NA 50.546 43.942 NA 55.915 NA NA 20.391 NA 29.334 NA NA NA
4965229 0.721 -0.146 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 64.597 64.597 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4965529 -1.087 2.295 -0.217 NA NA NA NA NA NA NA NA NA NA 0.132 NA NA NA NA 48.3 48.3 72.65 NA NA NA NA NA NA NA NA NA NA 16.793 NA NA NA NA
4965697 -1.849 -1.656 NA NA NA NA NA NA NA -2.219 NA NA NA NA NA -1.613 NA NA 62.262 62.262 NA NA NA NA NA NA NA 59.984 NA NA NA NA NA 39.834 NA NA
4965868 1.082 0.089 -0.049 0.216 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 22.872 22.872 48.007 48.425 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4966018 0.154 3.042 NA -0.188 NA NA NA NA -1.05 NA NA NA NA NA NA NA NA NA 32.571 32.571 NA 49.703 NA NA NA NA 40.342 NA NA NA NA NA NA NA NA NA
4966551 0.264 -0.516 0.431 NA NA NA NA NA NA -1.396 NA NA NA NA NA NA NA NA 27.609 27.609 57.738 NA NA NA NA NA NA 37.41 NA NA NA NA NA NA NA NA
4966598 0.641 0.76 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.827 NA 68.989 68.989 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 43.983 NA
4967155 0.668 -0.716 NA NA NA NA NA NA NA 0.84 NA NA NA NA NA NA NA NA 38.04 38.04 NA NA NA NA NA NA NA 34.949 NA NA NA NA NA NA NA NA
4967327 0.484 -0.485 0.863 NA -0.11 NA NA NA NA NA NA NA NA NA NA NA NA NA 25.454 25.454 55.093 NA 21.968 NA NA NA NA NA NA NA NA NA NA NA NA NA
4967329 -0.398 0.965 NA 1.071 NA NA NA NA -0.874 0.428 NA NA NA NA NA NA NA NA 34.833 34.833 NA 62.421 NA NA NA NA 47.494 31.655 NA NA NA NA NA NA NA NA
4967486 0.893 NA NA NA NA NA 0.033 NA 0.4 NA NA NA NA NA NA NA NA NA 76.822 NA NA NA NA NA 74.241 NA 77.612 NA NA NA NA NA NA NA NA NA
4967587 1.31 1.171 NA NA NA NA NA NA NA 0.022 NA NA NA NA NA NA NA NA 72.194 72.194 NA NA NA NA NA NA NA 74.658 NA NA NA NA NA NA NA NA
4967659 1.937 0.771 NA NA NA NA NA NA NA NA 1.599 NA NA NA NA NA NA NA 68.538 68.538 NA NA NA NA NA NA NA NA 40.557 NA NA NA NA NA NA NA
4967935 -0.235 1.624 0.531 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18.847 18.847 37.759 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4968297 -0.229 -0.234 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 30.877 30.877 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4968479 -0.957 1.032 NA NA NA NA NA NA NA NA NA NA NA -0.621 NA NA NA 0.796 73.148 73.148 NA NA NA NA NA NA NA NA NA NA NA 34.964 NA NA NA 34.979
4968814 0.093 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 79.89 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4969157 0.03 0.036 NA NA NA NA NA NA -0.383 NA NA NA NA NA NA NA NA NA 69.157 69.157 NA NA NA NA NA NA 73.199 NA NA NA NA NA NA NA NA NA
4969604 2.298 1.123 NA 1.966 NA NA NA NA NA -0.644 NA NA NA NA NA NA NA NA 30.049 30.049 NA 59.524 NA NA NA NA NA 37.01 NA NA NA NA NA NA NA NA
4969862 0.146 -1.442 NA NA NA NA NA NA -0.144 NA NA NA NA NA NA NA NA NA 41.279 41.279 NA NA NA NA NA NA 42.529 NA NA NA NA NA NA NA NA NA
4969954 0.182 -1.19 NA 0.131 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 51.133 51.133 NA 67.996 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4970799 -0.601 -1.448 NA NA NA NA -0.34 NA NA NA NA NA NA NA 0.092 -0.765 NA NA 65.292 65.292 NA NA NA NA 66.323 NA NA NA NA NA NA NA 41.351 48.451 NA NA
4970963 -1.998 -1.111 -1.117 -0.48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 26.919 26.919 55.28 49.07 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4971001 -1.64 -0.234 -2.007 -0.605 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23.078 23.078 55.874 48.057 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4971287 1.316 1.447 NA NA NA 0.022 NA NA NA NA NA NA NA NA NA NA NA NA 48.8 48.8 NA NA NA 52.354 NA NA NA NA NA NA NA NA NA NA NA NA
4971424 0.292 1.423 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 66.388 66.388 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4971760 1.945 0.012 NA 2.015 NA NA NA NA -0.185 NA NA NA NA NA NA NA NA NA 37.365 37.365 NA 65.34 NA NA NA NA 41.764 NA NA NA NA NA NA NA NA NA
4971947 -2.899 -1.876 NA NA NA NA NA NA NA NA NA NA NA -1.746 NA NA NA NA 60.869 60.869 NA NA NA NA NA NA NA NA NA NA NA 44.994 NA NA NA NA
4972454 1.725 3.557 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 73.723 73.723 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4972783 0.999 2.161 NA 0.78 NA NA NA NA NA 0.625 NA NA NA NA NA NA NA NA 56.578 56.578 NA 80.04 NA NA NA NA NA 62.173 NA NA NA NA NA NA NA NA
4973156 0.878 1.102 NA NA NA NA -0.053 NA NA NA NA NA NA NA NA NA NA NA 24.007 24.007 NA NA NA NA 18.859 NA NA NA NA NA NA NA NA NA NA NA
4973562 1.191 0.574 NA NA 0.444 NA NA NA NA 2.458 NA NA NA NA NA NA NA NA 59.66 59.66 NA NA 56.842 NA NA NA NA 56.72 NA NA NA NA NA NA NA NA
4973667 NA -0.524 NA NA -0.701 NA NA NA NA 1.743 NA NA NA NA NA NA NA NA NA 72.403 NA NA 70.457 NA NA NA NA 72.41 NA NA NA NA NA NA NA NA
4974138 0.176 0.074 NA NA NA NA NA NA 0.724 NA NA NA NA NA NA NA NA NA 18.596 18.596 NA NA NA NA NA NA 22.691 NA NA NA NA NA NA NA NA NA
4974465 -0.47 NA NA NA -0.91 NA NA NA NA NA NA NA NA NA NA NA NA NA 71.919 NA NA NA 67.754 NA NA NA NA NA NA NA NA NA NA NA NA NA
4974947 1.025 1.113 0.96 1.246 NA NA NA 3.048 NA NA NA NA NA NA NA NA NA NA 27.637 27.637 55.859 53.973 NA NA NA 30.582 NA NA NA NA NA NA NA NA NA NA
4974981 -0.572 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 76.683 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4975181 -2.122 -2.28 -1.412 -1.757 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21.032 21.032 45.601 44.568 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4975247 -0.39 0.267 1.097 NA NA 0.961 NA NA NA NA NA NA NA NA NA NA NA NA 20.032 20.032 52.716 NA NA 25.282 NA NA NA NA NA NA NA NA NA NA NA NA
4975645 -0.114 0.753 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 60.365 60.365 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4976167 1.099 -0.01 1.053 1.431 -0.359 1.095 0.202 NA NA NA NA NA NA NA NA NA NA NA 18.784 18.784 41.871 41.437 21.646 16.575 22.048 NA NA NA NA NA NA NA NA NA NA NA
4977838 -0.506 -0.447 NA NA -0.239 -0.344 NA NA NA NA -1.626 NA NA -0.778 NA NA 0.082 -0.281 47.952 47.952 NA NA 52.152 41.884 NA NA NA NA 18.243 NA NA 14.361 NA NA 29.24 21.131
4978392 -0.124 0.169 NA NA NA 0.062 NA NA NA NA NA NA NA NA NA NA NA NA 30.628 30.628 NA NA NA 24.983 NA NA NA NA NA NA NA NA NA NA NA NA
4978912 1.005 0.744 NA NA NA NA NA NA NA 0.029 NA NA NA NA NA NA 0.389 NA 43.075 43.075 NA NA NA NA NA NA NA 39.761 NA NA NA NA NA NA 17.117 NA
4979117 0.249 -1.597 NA 0.568 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 27.736 27.736 NA 62.771 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4979197 NA -2.651 -1.123 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 49.497 74.562 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
4979284 0.258 -0.563 NA NA NA NA NA -0.678 NA NA NA NA NA NA NA NA NA NA 30.896 30.896 NA NA NA NA NA 28.8 NA NA NA NA NA NA NA NA NA NA
